Date,Author,Verified,Helpful,Title,Body,gpt_status,gpt_reason,BEN ANALYSIS,PAUL ANALYSIS,PATRICK ANALYSIS,DREW ANALYSIS,Rating,Images,Videos,URL,Variation,Style
"Reviewed in the United States on January 8, 2022",Chloe R,yes,-,What a mess!,This product was a mess. All it did was make my husband and I fight. Cute idea but not executed well🤷🏼‍♀️,Not in violation,No violation of Amazon guidelines,,,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R1QENOAGT8184T/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on February 6, 2022",Todd Eaves,yes,-,Item did not come with all things needed,Item did not come with the pink mixing solution. Only came with the 2nd bag of plaster.,Not in violation,No violation of Amazon guidelines,,,,,1,-,-,https://www.amazon.com/gp/customer-reviews/RLXJWKF1LYYJI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on April 29, 2022",Eye Of Ink,yes,-,Trash waste of money and time,Sets way too fast like in seconds. Trash!,Not in violation,No violation of Amazon guidelines,,,,,1,-,-,https://www.amazon.com/gp/customer-reviews/RQW07L7X7BJ0A/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on May 28, 2022",Amazon Customer,yes,-,Product hardened in less than 2 minutes.  Completed waste of money,"Don't buy, complete junk",Not in violation,"No violation of Amazon guidelines, although it is not a helpful review.",,,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R34CGUTRGW7UZC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on October 25, 2021",Bella,yes,-,disappointing,Followed the instructions word for word and somehow 10+ days later it is spotty and has developed mold? waste of $40,Not in violation,No violation of Amazon guidelines,,,,,1,-,-,https://www.amazon.com/gp/customer-reviews/RKQVY1YZ1URM6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on May 17, 2020",Timothy & Dana JeeningaTimothy & Dana Jeeninga,yes,-,Wet after 14 days drying,The precess of creating the cast is easy and fun. This was a Mother’s Day gift and after the 14 days the cast was still wet and we lost most of the fingers. Additionally the hands and arms had not dried and resulted in large groves.,Not in violation,No violation of Amazon guidelines,,,,,1,"https://images-na.ssl-images-amazon.com/images/I/81EfJY6XwPL.jpg , https://images-na.ssl-images-amazon.com/images/I/81W7LovImpL.jpg",-,https://www.amazon.com/gp/customer-reviews/R2I9JEZY3QNI2I/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01NA77CNO,Size: XL Family Casting Kit (6 Hands)
"Reviewed in the United States on December 17, 2021",Bethany Wager,yes,-,"Don't listen to the instructions, the cement sets up within 2 minutes not 8+.","Don't listen to the instructions, the cement sets up within 2 minutes, not 8+. Totally ruined!!!!!",Not in violation,No violation of Amazon guidelines,,,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R2HG3ZJO3XKIMJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on January 4, 2022",dianne C,yes,-,the inside was hard,they couldn't use it because the product was hard so had to throw out VERY DISAPPOINTED !!,Violation,Profanity or harassment,Not in violation. No profanity or harassment,Run this through without all caps,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R3QS8E4WLDLHEK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on September 26, 2020",Amazon Customer,yes,-,Disappointed,I am very unhappy with the product I bought. My husband son and I wanted to make a mold for my husband and I’s anniversary and the mold got hard way to fast before we could place our hands in it.,Not in violation,No violation of Amazon guidelines,,,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R3FJFTH18CI0NN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01NA77CNO,Size: XL Family Casting Kit (6 Hands)
"Reviewed in the United States on August 20, 2021",Michael ProitteMichael Proitte,yes,-,Almost all the fingers fell of including the adults,Highly disappointed that pretty much all the fingers fell off and only one hand stayed together. Tried fixing the fingers and that was lost cause.,Not in violation,No violation of Amazon guidelines,,,,,1,https://m.media-amazon.com/images/I/7190SOHpcxL.jpg,-,https://www.amazon.com/gp/customer-reviews/R3TY7W3EC943KM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01NA77CNO,Size: XL Family Casting Kit (6 Hands)
"Reviewed in the United States on January 1, 2022",T. Allen,yes,-,Work fast,This hardened before we could even get our hands in. What a waste.,Not in violation,No violation of Amazon guidelines,,,,,1,-,-,https://www.amazon.com/gp/customer-reviews/RRX4ZQVN4ZN6T/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on May 5, 2021",Jake Hansen,yes,-,Ruined.,We never got to see the finished product.The second hardening agent step said to mix it for 8 minutes then pour. It completely hardened after 4 1/2 minutes. It was ruined.,Not in violation,No violation of Amazon guidelines,,,,,1,-,-,https://www.amazon.com/gp/customer-reviews/RJBQ5QZ0EZQRX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01NA77CNO,Size: XL Family Casting Kit (6 Hands)
"Reviewed in the United States on December 17, 2019",Anthony nash,yes,-,Very Disappointed,"Mold powered never turned pink which apparently Is the indicator when to put your hands in. It stayed grey, and By the time my son and I tried to put our hands in it was already hard! All that was left was a mess and disappointment.",Not in violation,No violation of Amazon guidelines,,,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R6EZ2XUC968K2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on December 22, 2021",Amazon Customer,yes,-,Not worth it. Very messy,I follow the instructions and didn’t come out as it should. Waste of money.,Not in violation,No violation of Amazon guidelines,,,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R1CJEBO36NSUE1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on November 19, 2021",Amazon Customer,yes,-,Very Hard product to use!,Very hard product to use. We ended up throwing it away as a bad science experiment.,Not in violation,No violation of Amazon guidelines,,,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R87NPWIUUKVB5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01NA77CNO,Size: XL Family Casting Kit (6 Hands)
"Reviewed in the United States on March 30, 2022",Rebecca clark,yes,-,Couldn't make !!!!!,Missing inside stuff to make molds,Not in violation,No violation of Amazon guidelines,,,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R1A8APXZKGHF5Y/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on April 25, 2021",MGRAJ,yes,-,Very difficult to use and get a model.,This XL product is very hard to use. Tough to get a good cast and even if you manage to get a cast it is not complete.,Not in violation,No violation of Amazon guidelines,,,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R3OU3GM7YIC6GA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01NA77CNO,Size: XL Family Casting Kit (6 Hands)
"Reviewed in the United States on December 18, 2021",Chelsey,yes,-,No instructions,"No Instructions, and the product overall looks “cheaply” made.",Not in violation,No violation of Amazon guidelines,,,,,1,-,-,https://www.amazon.com/gp/customer-reviews/RP8SLA7TEUEHG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on January 17, 2022",judel,yes,-,Broken lid,Lid arrived cracked which ruined the whole thing,Not in violation,No violation of Amazon guidelines,,,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R373TR26CVNDOM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on February 9, 2022",Wolfgang Stanley Jr.,yes,-,Molding powder,Molding product set way too fast,Not in violation,No violation of Amazon guidelines,,,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R1L61JZQ3OYNDU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on January 22, 2020",Hoop,yes,-,Doesn’t work. Prepare for disappointment,Complete waste of money.  The silicone powder turned to chunks as soon as it hit the water and began hardening instantly it became a bucket of gravel sized pieces of silicone completely incapable of making a form.,Not in violation,No violation of Amazon guidelines,,,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R3TQJ7HMWMDH37/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01NA77CNO,Size: XL Family Casting Kit (6 Hands)
"Reviewed in the United States on October 26, 2020",Mafiosa,yes,-,Not great,This was bad .I mixed it all and then did what the instructions said and not even 10 seconds later it got hard and I couldn’t dip my sisters hand ... highly disappointed :((((,Not in violation,No violation of Amazon guidelines,,,,,1,-,-,https://www.amazon.com/gp/customer-reviews/RY3AUTEULI8A6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01NA77CNO,Size: XL Family Casting Kit (6 Hands)
"Reviewed in the United States on May 15, 2020",Amazon CustomerAmazon Customer,yes,-,Set way too fast,The mix set within 4 minutes. I didn't even have time to add all the powder. Huge waste of money and my mom has to travel home without this incredible present from her granddaughters.,Not in violation,No violation of Amazon guidelines,,,,,1,"https://images-na.ssl-images-amazon.com/images/I/710MBzAqf2L.jpg , https://images-na.ssl-images-amazon.com/images/I/71Yxuh4RCaL.jpg",-,https://www.amazon.com/gp/customer-reviews/R140HKTDL8NT86/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01NA77CNO,Size: XL Family Casting Kit (6 Hands)
"Reviewed in the United States on June 17, 2020",Ahmad Soussi,yes,-,Wish I could get my money back. Don’t make the same mistake!,"Horrible. I was so excited for it. The day after it dried it started molding, MOLDS ALL OVER JUST DOTS ruined it! I wish I could return it and get my money back!",Not in violation,No violation of Amazon guidelines,,,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R6CQ0NOL57XK9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01NA77CNO,Size: XL Family Casting Kit (6 Hands)
"Reviewed in the United States on November 22, 2021",Amy Antonacci,yes,-,Its hard to understand,I won't buy another one kinda difficult to understand,Violation,"Repetitive text, spam, or unclear feedback.",Not in violation. Allowed to repeat thoughts between title and main message,,,,1,-,-,https://www.amazon.com/gp/customer-reviews/RNWUAIK0YKS2Q/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on April 12, 2020",Cesar Barona,yes,-,Horrible instructions,I’m extremely disappointed. I followed the instructions to a T and it never came out correct. I know I followed the instructions and  did everything I was told to do. Truly a disappointment.,Not in violation,No violation of Amazon guidelines,,,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R2ISZLXBKX87KC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01NA77CNO,Size: XL Family Casting Kit (6 Hands)
"Reviewed in the United States on December 23, 2018",Missy Mantooth,yes,-,What a Crock!!,This product is terrible.  I bought it for my children to commemorate their new little family. The mixture started setting up the second the powder hit the water. It was all just a big chunky mess. All of us were very very disappointed.,Not in violation,No violation of Amazon guidelines,,,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R2NS5JR4QUO1LI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01NA77CNO,Size: XL Family Casting Kit (6 Hands)
"Reviewed in the United States on March 3, 2022",Deseree,yes,-,Crumbled,So disappointed,Not in violation,"No violation of Amazon guidelines, but the review is not very helpful as it doesn't provide any specific feedback.",,,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R1NAMYPE6CY920/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on February 7, 2022",M,yes,-,Bueno,Muy fácil de hacer,Violation,Content written in unsupported languages (assuming the review was written on an Amazon site that only supports English and Spanish),Correct. Not in English,,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R1XIHJIF2HFVQL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on December 11, 2021",LeAnna Buchta,yes,-,"It came with no instructions, no measurements for liquid to mix. Sent it back.","No instructions, sent it back.",Not in violation,No violation of Amazon guidelines,,,,,1,-,-,https://www.amazon.com/gp/customer-reviews/RVX98C0W4G891/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on January 14, 2022",Heidiann Jones,yes,-,The tips of fingernails and finger tips break,Horrible quality,Not in violation,"No violation of Amazon guidelines, as long as the review doesn't contain profanity, harassment, hate speech, or sexual content.",,,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R1GPLY085ZHCYQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on February 8, 2021",Andrew Bradford,yes,-,Disappointed,"I didn’t receive the family size, the one I received could only mold two hands",Not in violation,No violation of Amazon guidelines,,,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R3KXPRGZYFBQY8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01NA77CNO,Size: XL Family Casting Kit (6 Hands)
"Reviewed in the United States on January 20, 2020",Amazon CustomerAmazon Customer,yes,-,Do not buy.,"If I could give this zero stars, I would. Absolutely horrible. It set immediately. Didn’t even get done mixing it and it already set.",Not in violation,No violation of Amazon guidelines,,,,,1,"https://images-na.ssl-images-amazon.com/images/I/71s4+SnfBXL.jpg , https://images-na.ssl-images-amazon.com/images/I/71sW0mpAfQL.jpg",-,https://www.amazon.com/gp/customer-reviews/RFFHCD5D947TT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B018DHY2FU,Size: Ring of Hands Casting Kit (6 Hands)
"Reviewed in the United States on August 24, 2019",Ceedeebee,yes,-,Not your best option...,The instructions are SO WORDY...we had two people helping and it still turned out a complete failure and mess...,Not in violation,No violation of Amazon guidelines,,,,,1,-,-,https://www.amazon.com/gp/customer-reviews/RT60BIF15XL7P/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B018DHY2FU,Size: Ring of Hands Casting Kit (6 Hands)
"Reviewed in the United States on February 28, 2020",Aspen,yes,-,Not easy to mix,So disappointed,Not in violation,"No violation of Amazon guidelines, but the review is not very helpful as it doesn't provide any specific feedback.",,,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R2XFK5X5GH939P/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on February 12, 2023",Kristen,-,-,Do not recommend using on pets!,I used this kit on me and my dog and can not get it off of her fur. Does anyone have any suggestions? I tried cutting her fur and giving her a bath. Still a lot stuck in her paw. She keeps trying to lick it and I’m concerned. Please tell me someone has a solution to my problem!?,Violation,Profanity or harassment,"Maybe. Definitely not profanity or harassment, but is misuse of product",Maybe. Misuse of product. Advertised for use on humans and they chose to use it on pets,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R3JOZ2B7YF1JMI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01NA77CNO,Size: XL Family Casting Kit (6 Hands)
"Reviewed in the United States on December 19, 2022",bryan donegan,-,-,"great idea, execution….not so much","mixed product very well as per instructions but come time for the cast hardening, it was too lumpy and fell apart when we took our hands out.  waste of 80 bucks and now have to do a last min gift….",Not in violation,No violation of Amazon guidelines,,,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R3F5Q74C1GUITC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on May 5, 2021",Amazon Customer,-,-,Instructions are CRAP.,"Worst experience ever.  The 2nd phase set almost immediately- WAAAAAAAAAAAAY quicker than the 8+ minute time frame per the instructions. It became hard as rock and we couldn’t even pour it into the mold, making the whole process useless.This is so disappointing.  I was really looking forward to this, and now it’s a lump of crap in the garbage.",Not in violation,No violation of Amazon guidelines,,,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R3RIKFKJSMHV3J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01NA77CNO,Size: XL Family Casting Kit (6 Hands)
"Reviewed in the United States on June 14, 2020",Momma,-,-,Product did not perform as it said it should.,I’ve used kits like this before and they are awesome.  This should have been the same.  The gel never turned pink!  That’s a big deal because you have to put your hands in the get right after it turns pink.  This gel literally set in 4 minutes.  So sad and disappointing!!!  I would never order this company again. I have used the Precious Moments kit and highly recommend that one!!!!,Not in violation,No violation of Amazon guidelines,,,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R1FXM7LFL9PIZ2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01NA77CNO,Size: XL Family Casting Kit (6 Hands)
"Reviewed in the United States on September 22, 2019",TimTim,-,-,"Mix and pour quickly, don't follow directions.","Simplify the directions and add like 6.5-7 cups water to second mix at the start of mixing.  As others said, the plaster powder sets fast. Directions say to let in soak up water then stir for 2-4 minutes. DON'T!  Start stirring and get it to a paint or thick soup consistency quickly.  Also don't fill 1/4 mold then stop to mess with the mold moving it around. Wish I had poured half, gave it a couple taps to get air out, then dump the rest in right away!  Blew $70 that could have bought a weeks groceries! It almost worked.",Not in violation,No violation of Amazon guidelines,,,,,1,https://images-na.ssl-images-amazon.com/images/I/617AmuyQh-L.jpg,-,https://www.amazon.com/gp/customer-reviews/R2YUR177A9RRRG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01NA77CNO,Size: XL Family Casting Kit (6 Hands)
"Reviewed in the United States on February 2, 2022",Tierney,-,-,"It was covered in mold and unusable, maybe dangerous","It was covered in mold and unusable, maybe dangerous",Not in violation,No violation of Amazon guidelines,,,,,1,-,-,https://www.amazon.com/gp/customer-reviews/RK44UB1EC51X7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on January 10, 2022",katherine,-,-,Says 5mins and it took longer so it got messed up….do not recommend or let hands set longer,Did not give right time to set,Not in violation,No violation of Amazon guidelines,,,,,1,-,-,https://www.amazon.com/gp/customer-reviews/RH9WRFHU5C17E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on July 7, 2022",Kay,yes,-,It just crumbed,"We followed the instructions to the letter. It seemed like it was going great. We got the kids ready, put their hands in and they had to sit for like ten minutes til it was set. Then we waited four hours, and started to take it apart. The statue part literally just crumbled into a million pieces. It was a terrible mess. I'm heart broken.",Not in violation,No violation of Amazon guidelines,,,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R7W1AWVL9B245/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on September 28, 2020",Elizabeth B,yes,-,Just Terrible,We watched the video they recommended to watch and followed the instructions exactly as they said. Didn’t work out at all. The material hardened so fast that we couldn’t even put out hands in. $70 dollars down the drain. Don’t waste your time or money. I should of listened to the reviews .,Not in violation,No violation of Amazon guidelines,,,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R2HDTP93TS6Y45/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01NA77CNO,Size: XL Family Casting Kit (6 Hands)
"Reviewed in the United States on November 24, 2022",Sarky,yes,-,Not happy,"Literally was watching the video as I was making it. Followed all the directions and was gping above and beyond. My mold just broke off... everything runied, mom is upset and money wasted. Literally it is based on luck... very upset and dissatisfied...",Violation,Profanity or harassment,Not in violation. No profanity or harassment,,,,1,-,-,https://www.amazon.com/gp/customer-reviews/RI9Y7BT2QQJDY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on October 13, 2022",JesQ,yes,-,All fingers broke off!,"This was the worst of 3 different casting kits tested. I have done hundreds of body casts in the past and despite following instructions to a T, all of the fingers broke off (see photos). Waste of $35. There is a cheaper kit that produced amazing detail and less imperfections:https://www.amazon.com/gp/product/B078YMK7P8/ref=ppx_yo_dt_b_asin_title_o00_s00?ie=UTF8&psc=1NOTE: the recommended kit in the above link is meant for smaller hands like mine.",Violation,External links,"In violation, but should be under pricing and availability. Amazon links are allowed in the reviews, but if it went off Amazon it would not be allowed.",Maybe run it saying you think it is an affiliate link. Make any Amazon link a maybe ,,,1,-,-,https://www.amazon.com/gp/customer-reviews/R23ZWDKB5AVBLI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in Canada on December 15, 2022",Amazon Customer,yes,-,Did not work,"I got this as a keepsake gift.My grandmother is declining due to dementia, and I really want to get a cast of her hands while she can still follow simple instructions as a keepsake.I had this shipped to her and a family member who assists her followed the instructions exactly, then sent me a video of the results.The mix never turned a solid pink, it remained a lumpy, chunky grey soup with tiny bits of pink splashed about. It never blended in smooth.While the company completed my refund quickly, I am just sad that I didn't get to make this keepsake I was so looking forward to.",Not in violation,No violation of Amazon guidelines,,,,,1,-,-,-,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United Kingdom on April 13, 2022",Amazon CustomerAmazon Customer,yes,-,Really disappointed,"The media could not be loaded.                  Really disappointed with the results. It took 10 minutes for the casting jelly to set which made it really uncomfortable to try and stay still - my back was killing me. The results are really poor - lots of bubbles, rough patches on the nails. It's too ugly to display so will just have to bin it. What a waste of money and time!",Not in violation,No violation of Amazon guidelines,,,,,1,"https://m.media-amazon.com/images/I/61OT11P6biL.jpg , https://m.media-amazon.com/images/I/61cQvIjEdNL.jpg",-,-,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in Canada on November 12, 2022",RN,yes,-,Very Disappointed,I bought this recently and not at all happy with it. I did everything as per the instructions. After carefully peeling I find out that 2 of the finger tips were broken. Please do not buy. Not worth the price. It's not cheap to discard and buy another either. Stay away.,Not in violation,No violation of Amazon guidelines,,,,,1,-,-,-,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in Canada on January 8, 2022",Debra Negraiff,yes,-,Product longevity,"This product was purchased in October 2019, but never opened until January 8, 2022.  The casting material did not turn pink when water added and took a very long time to begin to harden.  Consequently we could not do the hand casting with the kids.  Very disappointing for the kids.The bucket was stored in a temperature stable environment for the entire time.",Not in violation,No violation of Amazon guidelines,,,,,1,-,-,-,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in Canada on June 29, 2020",Andrew Willis,yes,-,Not at all worth buying,"Truly a sad buy — read instructions, took longer to dry to ensure product was stable and set — the rubber is too stiff and hard to allow for cutting out the product — fingers broke off, item crumbled trying to take out of mould — the entire hand was a literal ruin. Also — this kind of mould does not allow for multiple castings if you cut it in half. Rubber mishapes and distorts. Overall, a nice craft activity for a child, but for someone trying to get a cast of their loved one, this does not cut it. DO NOT BUY this item. It’s a $20 toy being sold for 4 times the price. A real rip off.",Not in violation,No violation of Amazon guidelines,,,,,1,-,-,-,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in Canada on June 3, 2020",Dina,yes,-,Wasted my money bad anniversary present,OMG bought this for my parents anniversary! Did as instructed even watched a video and it got hard within a minute changed colour before they could even get their hands in it! Must of been something wrong with it! Soo not fair !! :( Cant believe it so disappointed wish i could get my money back,Violation,Profanity or harassment,"Maybe. Not profanity or harassment, but could fall under ASCII symbols due to the :(",,,,1,-,-,-,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in Canada on September 23, 2019",Leader,yes,-,Wouldn’t buy again,Horrible. Setting time was way faster then what was in instruction manual,Not in violation,No violation of Amazon guidelines,,,,,1,-,-,-,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on December 22, 2016",J in LA,yes,yes,I could not make it work,"Probably my fault -- but a total fail. I guess I waited a bit too long to put our hands in the mix, and it had hardened too much. We tried to follow the directions perfectly.  Definitely not idiot-proof.",Not in violation,No violation of Amazon guidelines,,,,,2,-,-,https://www.amazon.com/gp/customer-reviews/RACNG7POTU4X0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
"Reviewed in the United States on June 8, 2020",dj&km,yes,yes,DIFFICULT. MOLD WASN'T ACCURATE.,"My husband and I did this for our fifth anniversary. The bucket is much smaller than I thought it would be. There is NOT much room to place your hands correctly without touching the bottom or the sides. Because of this, our mold turned out very angled. Also, the instructions talked about ways to remove the bubbles, which my husband (who is an engineer) followed very well -- but our mold came out lumpy and bubbly. A corner of my diamond on my ring is missing, there are missing parts of our fingernails, etc. The mold did NOT hold the details as others have described. My husband spent several hours using the tool they included to ""clean"" up the cast, but even with his hard work, it looks tacky and messy.Really disappointed at the results for the cost we spent.",Not in violation,No violation of Amazon guidelines,,,,,2,-,-,https://www.amazon.com/gp/customer-reviews/R27PGJG8JZ5O09/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01E4LWBLQ,B01E4LWBLQ,Size: Couples Casting Kit (2 Hands)
